,Unnamed: 0,cluster_id,country,svy_yr_ed,nmothers,lat,lon,pct_no_education,pct_primary_education,pct_secondary_education,pct_higher_education,imr,yrgroup_imr,id
130,224,AM2015_304,Armenia,2015,6,41.155810126,44.9898589625,0.0,0.0,0.166666666666667,0.833333333333333,0.0,2011-2015,224
131,283,AM2015_78,Armenia,2015,17,39.9978169937,44.580353038,0.0,0.0,0.7058823529411771,0.294117647058824,0.0,2011-2015,283
132,114,AM2015_205,Armenia,2015,27,40.223283301799995,44.7325235704,0.0,0.037037037037037,0.666666666666667,0.296296296296296,0.0,2011-2015,114
133,271,AM2015_66,Armenia,2015,6,40.390916746100004,43.8651897157,0.0,0.0,0.33333333333333304,0.666666666666667,0.0,2011-2015,271
134,265,AM2015_6,Armenia,2015,11,40.223980796300005,44.56196280859999,0.0,0.0,0.18181818181818202,0.818181818181818,0.0,2011-2015,265
135,194,AM2015_278,Armenia,2015,14,39.7173302525,45.3971422234,0.0,0.0,0.7142857142857142,0.28571428571428603,0.0,2011-2015,194
136,218,AM2015_3,Armenia,2015,20,40.2052799494,44.4523286462,0.0,0.0,0.5,0.5,0.0,2011-2015,218
137,201,AM2015_284,Armenia,2015,11,39.816574363200004,45.6770484036,0.0,0.0,0.272727272727273,0.7272727272727271,0.125,2011-2015,201
138,130,AM2015_22,Armenia,2015,17,40.1841726751,44.526858947200004,0.0,0.0,0.23529411764705901,0.7647058823529409,0.0,2011-2015,130
139,280,AM2015_75,Armenia,2015,14,39.9607235779,44.544790975299996,0.0,0.14285714285714302,0.28571428571428603,0.5714285714285711,0.0,2011-2015,280
140,226,AM2015_306,Armenia,2015,12,41.0876527425,45.019657536800004,0.0,0.25,0.33333333333333304,0.4166666666666671,0.0,2011-2015,226
141,28,AM2015_124,Armenia,2015,19,40.210876744699995,44.251117372299994,0.0,0.10526315789473699,0.578947368421053,0.315789473684211,0.0,2011-2015,28
142,212,AM2015_294,Armenia,2015,18,40.7173529765,44.8416948221,0.0,0.0555555555555556,0.38888888888888895,0.555555555555556,0.0,2011-2015,212
143,306,AM2015_99,Armenia,2015,20,40.1064982027,44.4718420743,0.0,0.2,0.5,0.3,0.0,2011-2015,306
144,33,AM2015_129,Armenia,2015,14,40.3569533861,45.1354330339,0.0,0.0,0.3571428571428571,0.6428571428571429,0.0,2011-2015,33
145,156,AM2015_243,Armenia,2015,17,39.2201813274,46.3544388069,0.0,0.0588235294117647,0.3529411764705879,0.588235294117647,0.0,2011-2015,156
146,292,AM2015_86,Armenia,2015,13,39.9094763134,44.7156011676,0.0,0.0,0.4615384615384621,0.538461538461538,0.0,2011-2015,292
147,124,AM2015_214,Armenia,2015,14,40.7776556308,43.8751781258,0.0,0.0,0.42857142857142894,0.5714285714285711,0.0,2011-2015,124
148,102,AM2015_195,Armenia,2015,24,40.4884246595,44.8078027303,0.0,0.0416666666666667,0.708333333333333,0.25,0.0,2011-2015,102
149,88,AM2015_180,Armenia,2015,7,41.015363450100004,44.2639354151,0.0,0.0,0.5714285714285711,0.42857142857142894,0.0,2011-2015,88
150,167,AM2015_253,Armenia,2015,6,39.1861470845,46.2257210274,0.0,0.0,0.833333333333333,0.166666666666667,0.0,2011-2015,167
151,48,AM2015_142,Armenia,2015,15,40.102490068099996,45.4479667568,0.0,0.0666666666666667,0.666666666666667,0.266666666666667,0.0,2011-2015,48
152,68,AM2015_161,Armenia,2015,9,40.7892898881,44.5356010386,0.0,0.0,0.444444444444444,0.555555555555556,0.0,2011-2015,68
153,85,AM2015_178,Armenia,2015,14,40.8671132527,44.206650481400004,0.0,0.0,0.6428571428571429,0.3571428571428571,0.125,2011-2015,85
154,302,AM2015_95,Armenia,2015,12,40.0611493903,44.40556476770001,0.0,0.0,0.75,0.25,0.0,2011-2015,302
155,134,AM2015_223,Armenia,2015,7,40.7969780581,43.8459526943,0.0,0.0,0.28571428571428603,0.7142857142857142,0.0,2011-2015,134
156,181,AM2015_266,Armenia,2015,11,39.4674354112,46.191170781400004,0.0,0.0,0.272727272727273,0.7272727272727271,0.0,2011-2015,181
157,99,AM2015_192,Armenia,2015,16,40.40856996,44.647633491099995,0.0,0.0625,0.1875,0.75,0.0,2011-2015,99
158,297,AM2015_90,Armenia,2015,17,39.8809144762,44.6759114751,0.0,0.0,0.882352941176471,0.11764705882352902,0.0,2011-2015,297
159,72,AM2015_165,Armenia,2015,9,40.8403981995,44.448665985,0.0,0.0,0.555555555555556,0.444444444444444,0.0,2011-2015,72
160,123,AM2015_213,Armenia,2015,17,40.2732615014,44.506305797399996,0.0,0.0,0.529411764705882,0.47058823529411803,0.0,2011-2015,123
161,25,AM2015_121,Armenia,2015,21,40.1607779295,44.191615856800006,0.0,0.14285714285714302,0.523809523809524,0.33333333333333304,0.0,2011-2015,25
162,117,AM2015_208,Armenia,2015,20,40.1894132588,44.60963204390001,0.0,0.0,0.35,0.65,0.0,2011-2015,117
163,229,AM2015_309,Armenia,2015,11,40.870156955,45.3628638754,0.0,0.0,0.18181818181818202,0.818181818181818,0.0,2011-2015,229
164,153,AM2015_240,Armenia,2015,15,40.6582186331,43.8268045883,0.0,0.0666666666666667,0.733333333333333,0.2,0.0,2011-2015,153
165,269,AM2015_64,Armenia,2015,14,40.5132022934,44.384751076499995,0.0,0.0,1.0,0.0,0.0,2011-2015,269
166,47,AM2015_141,Armenia,2015,16,40.1416569582,45.2769041217,0.0,0.0625,0.75,0.1875,0.0,2011-2015,47
167,35,AM2015_130,Armenia,2015,13,40.3477424281,45.120229476000006,0.0,0.0,0.615384615384615,0.384615384615385,0.0,2011-2015,35
168,122,AM2015_212,Armenia,2015,18,40.3341395482,44.593672220600006,0.0,0.111111111111111,0.38888888888888895,0.5,0.0,2011-2015,122
169,204,AM2015_287,Armenia,2015,19,39.7931827446,45.679344496400006,0.0,0.0,0.315789473684211,0.6842105263157889,0.0,2011-2015,204
170,0,AM2015_1,Armenia,2015,12,40.208171291,44.471346219,0.0,0.0,0.166666666666667,0.833333333333333,0.0,2011-2015,0
171,183,AM2015_268,Armenia,2015,13,39.7687963241,45.3225399309,0.0,0.0,0.384615384615385,0.615384615384615,0.0,2011-2015,183
172,96,AM2015_19,Armenia,2015,10,40.1358309104,44.5128295991,0.0,0.0,0.1,0.9,0.0,2011-2015,96
173,237,AM2015_34,Armenia,2015,12,40.2020746405,44.5724459821,0.0,0.0,0.166666666666667,0.833333333333333,0.0,2011-2015,237
174,256,AM2015_51,Armenia,2015,15,40.2890823388,44.34204928720001,0.0,0.0,0.2,0.8,0.0,2011-2015,256
175,305,AM2015_98,Armenia,2015,17,40.1220873675,44.401560583,0.0,0.294117647058824,0.3529411764705879,0.3529411764705879,0.0,2011-2015,305
176,84,AM2015_177,Armenia,2015,7,40.8468798948,44.098844285,0.0,0.0,0.7142857142857142,0.28571428571428603,0.0,2011-2015,84
177,53,AM2015_147,Armenia,2015,16,40.5504843181,44.9565833635,0.0,0.0,0.75,0.25,0.2,2011-2015,53
178,245,AM2015_41,Armenia,2015,10,40.1545905912,44.493400398999995,0.0,0.1,0.1,0.8,0.0,2011-2015,245
179,205,AM2015_288,Armenia,2015,11,39.616902557399996,45.5775969492,0.0,0.0909090909090909,0.7272727272727271,0.18181818181818202,0.0,2011-2015,205
180,119,AM2015_21,Armenia,2015,19,40.1802810631,44.5282334579,0.0,0.0,0.21052631578947398,0.7894736842105259,0.0,2011-2015,119
181,278,AM2015_73,Armenia,2015,10,39.9659142796,44.549342001599996,0.0,0.2,0.3,0.5,0.0,2011-2015,278
182,285,AM2015_8,Armenia,2015,9,40.2095610108,44.5192538887,0.0,0.0,0.0,1.0,0.0,2011-2015,285
183,187,AM2015_271,Armenia,2015,14,39.7560462685,45.333630990699994,0.0,0.0,0.5714285714285711,0.42857142857142894,0.0,2011-2015,187
184,240,AM2015_37,Armenia,2015,15,40.1767454136,44.5674075521,0.0,0.0666666666666667,0.266666666666667,0.666666666666667,0.0,2011-2015,240
185,197,AM2015_280,Armenia,2015,6,39.893404688400004,45.490295435,0.0,0.166666666666667,0.833333333333333,0.0,0.0,2011-2015,197
186,19,AM2015_116,Armenia,2015,13,40.1024480062,44.1782310338,0.0,0.0769230769230769,0.384615384615385,0.538461538461538,0.0,2011-2015,19
